user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MEGAHIT-MaxBin2-Sample_ID32-SF_13_BOTTOM.004.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__						GCA_003134855.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__Occallatibacter sp003134855	94.9	0.23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003159355.1, s__Occallatibacter sp003159355, 95.0, 94.71, 0.189	16.7	11.0	0.9932	
MEGAHIT-MaxBin2-Sample_ID32-SF_13_BOTTOM.005.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		35.37	11.0	0.97301	Genome has more than 52.5% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID32-SF_13_BOTTOM.006.fa	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__UBA12454;g__UBA12454;s__UBA12454 sp003142595	GCA_003142595.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__UBA12454;g__UBA12454;s__UBA12454 sp003142595	99.96	0.992							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-Sample_ID32-SF_13_BOTTOM.007.fa	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575	GCA_003142575.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__Fen-1298 sp003142575	99.62	0.882							ani_screen	classification based on ANI only	GCA_003155495.1, s__Fen-1298 sp003155495, 95.0, 89.57, 0.394				
MEGAHIT-MaxBin2-Sample_ID32-SF_13_BOTTOM.008.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141895	GCA_003141895.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141895	99.93	0.682							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-Sample_ID22-SF_8_BOTTOM.002.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	95.65	0.781							ani_screen	classification based on ANI only	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 92.61, 0.678; GCA_003158275.1, s__Bog-38 sp003158275, 96.79, 89.57, 0.372; GCA_003139855.1, s__Bog-38 sp003139855, 95.0, 89.78, 0.575				
MEGAHIT-MaxBin2-Sample_ID22-SF_8_BOTTOM.008.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__						GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	98.51	0.502	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI			60.56	11.0	0.99875	
MEGAHIT-MaxBin2-Sample_ID22-SF_8_BOTTOM.010.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__						GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	89.18	0.309	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI		GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 85.65, 0.161	94.47	11.0	0.97007	
MEGAHIT-MaxBin2Refined-Sample_ID36-SF_15_BOTTOM.002.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	98.05	0.784							ani_screen	classification based on ANI only	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 94.18, 0.543; GCA_003158275.1, s__Bog-38 sp003158275, 96.79, 92.23, 0.252; GCA_003139855.1, s__Bog-38 sp003139855, 95.0, 92.51, 0.382				
MEGAHIT-MaxBin2-Sample_ID26-SF_10_BOTTOM.003.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	96.05	0.737							ani_screen	classification based on ANI only	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 93.25, 0.646; GCA_003158275.1, s__Bog-38 sp003158275, 96.79, 89.97, 0.325; GCA_003139855.1, s__Bog-38 sp003139855, 95.0, 90.51, 0.525				
MEGAHIT-MaxBin2-Sample_ID26-SF_10_BOTTOM.011.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__						GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	97.94	0.614	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI			84.66	11.0	0.9981	
MEGAHIT-MaxBin2-Sample_ID26-SF_10_BOTTOM.012.fa	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__						GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	87.88	0.384	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI		GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 84.72, 0.209	90.02	11.0	0.96984	Genome has more than 11.3% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID36-SF_15_BOTTOM.001.fa	d__Bacteria;p__J088;c__;o__;f__;g__;s__											d__Bacteria;p__J088;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree		35.79	11.0	0.3453	Genome has more than 23.3% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID36-SF_15_BOTTOM.003.fa	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__						GCA_003133645.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp003133645	99.52	0.278	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		32.08	11.0	0.99606	Genome has more than 20.0% of markers with multiple hits
MEGAHIT-CONCOCTRefined-Sample_ID26-SF_10_BOTTOM.12_sub.fa	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__											d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003570985.1, s__Cryosericum hinesii, 95.0, 95.76, 0.597; GCF_003570935.1, s__Cryosericum odellii, 95.0, 94.36, 0.39; GCF_003570995.1, s__Cryosericum septentrionale, 95.0, 93.54, 0.432; GCF_003570925.1, s__Cryosericum terrychapinii, 95.0, 92.77, 0.286; GCA_013824685.1, s__Cryosericum sp013824685, 95.0, 90.7, 0.215	56.46	11.0	0.99237	
MEGAHIT-CONCOCTRefined-Sample_ID26-SF_10_BOTTOM.29_sub.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	GCA_003141495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	99.39	0.908							ani_screen	classification based on ANI only	GCA_003141415.1, s__LD21 sp003141415, 95.0, 86.61, 0.16; GCA_003162595.1, s__LD21 sp003162595, 95.0, 89.57, 0.4; GCA_003141715.1, s__LD21 sp003141715, 95.0, 83.96, 0.174				
MEGAHIT-CONCOCTRefined-Sample_ID26-SF_10_BOTTOM.43_sub.fa	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Palsa-1188;s__Palsa-1188 sp003132605	GCA_003132605.1	95.0	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Palsa-1188;s__Palsa-1188 sp003132605	99.3	0.666							ani_screen	classification based on ANI only	GCA_003160265.1, s__Palsa-1188 sp003160265, 95.0, 92.81, 0.278				
MEGAHIT-CONCOCTRefined-Sample_ID26-SF_10_BOTTOM.7.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp003142515	GCA_003142515.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp003142515	97.23	0.77							ani_screen	classification based on ANI only	GCA_017882335.1, s__FEN-979 sp017882335, 95.0, 84.85, 0.291				
MEGAHIT-CONCOCTRefined-Sample_ID26-SF_10_BOTTOM.8.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141415	GCA_003141415.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141415	99.38	0.868							ani_screen	classification based on ANI only	GCA_003141715.1, s__LD21 sp003141715, 95.0, 84.01, 0.201; GCA_017882305.1, s__LD21 sp017882305, 95.0, 83.75, 0.231				
MEGAHIT-MaxBin2Refined-Sample_ID26-SF_10_BOTTOM.006_sub.fa	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__						GCA_003141435.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__Fen-1301 sp003141435	84.2	0.19	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Fen-1301;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		86.36	11.0	0.96215	
MEGAHIT-MetaBAT2Refined-Sample_ID26-SF_10_BOTTOM.11.fa	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp003133645	GCA_003133645.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp003133645	97.95	0.812							ani_screen	classification based on ANI only	GCA_027458945.1, s__RBG-13-68-16 sp027458945, 95.0, 87.05, 0.212; GCA_002279285.1, s__RBG-13-68-16 sp002279285, 95.0, 92.47, 0.658; GCA_021818005.1, s__RBG-13-68-16 sp021818005, 95.0, 84.76, 0.183; GCA_004298115.1, s__RBG-13-68-16 sp004298115, 95.0, 87.55, 0.422				
MEGAHIT-DASToolUnbinned-Sample_ID22-SF_8_BOTTOM.fa	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__;s__											d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		22.6	11.0	0.7524	Genome has more than 45.8% of markers with multiple hits
MEGAHIT-DASToolUnbinned-Sample_ID33-SF_14_TOP.fa																			
MEGAHIT-MaxBin2-Sample_ID13-SF_3_TOP.001.fa																			
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_29.fa																			
MEGAHIT-DASToolUnbinned-Sample_ID23-SF_9_TOP.fa																			
MEGAHIT-CONCOCT-Sample_ID31-SF_13_TOP_21.fa																			
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_9.fa																			
MEGAHIT-MaxBin2-Sample_ID19-SF_6_TOP.002.fa																			
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_18.fa																			
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_4.fa																			
MEGAHIT-CONCOCT-Sample_ID31-SF_13_TOP_16.fa																			
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_13.fa																			
MEGAHIT-MetaBAT2-Sample_ID11-SF_1_TOP.3.fa																			
MEGAHIT-DASToolUnbinned-Sample_ID29-SF_12_TOP.fa																			
MEGAHIT-CONCOCT-Sample_ID31-SF_13_TOP_25.fa																			
MEGAHIT-MetaBAT2-Sample_ID11-SF_1_TOP.1.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	GCA_003131985.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	99.51	0.898							ani_screen	classification based on ANI only	GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 86.19, 0.268; GCA_003153585.1, s__Palsa-295 sp003153585, 95.0, 85.92, 0.22				
MEGAHIT-MetaBAT2-Sample_ID11-SF_1_TOP.2.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		65.36	11.0	0.94733	
MEGAHIT-CONCOCTRefined-Sample_ID19-SF_6_TOP.11.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		30.9	11.0	0.88369	
MEGAHIT-MaxBin2-Sample_ID15-SF_4_TOP.001.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	GCA_003153585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	99.07	0.948							ani_screen	classification based on ANI only	GCA_003131985.1, s__Palsa-295 sp003131985, 95.0, 85.17, 0.2; GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 94.11, 0.777				
MEGAHIT-MaxBin2-Sample_ID15-SF_4_TOP.002.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	GCA_003165655.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	99.92	0.975							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-Sample_ID15-SF_4_TOP.003.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.83	0.925							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-Sample_ID15-SF_4_TOP.004.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		41.99	11.0	0.91107	Genome has more than 14.2% of markers with multiple hits
MEGAHIT-CONCOCTRefined-Sample_ID15-SF_4_TOP.15.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	GCA_003153585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	99.13	0.922							ani_screen	classification based on ANI only	GCA_003131985.1, s__Palsa-295 sp003131985, 95.0, 85.09, 0.197; GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 94.25, 0.754				
MEGAHIT-MaxBin2Refined-Sample_ID15-SF_4_TOP.004_sub.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		41.99	11.0	0.91107	Genome has more than 14.2% of markers with multiple hits
MEGAHIT-MetaBAT2Refined-Sample_ID15-SF_4_TOP.2.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.83	0.867							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2Refined-Sample_ID15-SF_4_TOP.5.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	GCA_003165655.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	99.92	0.978							ani_screen	classification based on ANI only					
MEGAHIT-DASToolUnbinned-Sample_ID11-SF_1_TOP.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JAFARZ01;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JAFARZ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		27.57	11.0	0.9394	Genome has more than 25.8% of markers with multiple hits
MEGAHIT-MetaBAT2-Sample_ID15-SF_4_TOP.1.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	GCA_003153585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	99.13	0.931							ani_screen	classification based on ANI only	GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 94.24, 0.765; GCA_003131985.1, s__Palsa-295 sp003131985, 95.0, 85.11, 0.197				
MEGAHIT-MetaBAT2-Sample_ID15-SF_4_TOP.2.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.83	0.867							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-Sample_ID15-SF_4_TOP.3.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		39.4	11.0	0.9447	
MEGAHIT-MetaBAT2-Sample_ID15-SF_4_TOP.4.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__						GCA_003152355.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__Palsa-147 sp003152355	92.9	0.385	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		12.31	11.0	0.98625	
MEGAHIT-MetaBAT2-Sample_ID15-SF_4_TOP.5.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	GCA_003165655.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	99.92	0.978							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-Sample_ID35-SF_15_TOP.1.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		43.08	11.0	0.98492	
MEGAHIT-MetaBAT2-Sample_ID35-SF_15_TOP.2.fa	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	99.61	0.937							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-Sample_ID35-SF_15_TOP.3.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__						GCA_003141495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	96.03	0.629	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003162595.1, s__LD21 sp003162595, 95.0, 91.36, 0.343	70.39	11.0	0.99555	Genome has more than 12.5% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID11-SF_1_TOP.001.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	GCA_003131985.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	99.47	0.924							ani_screen	classification based on ANI only	GCA_003153585.1, s__Palsa-295 sp003153585, 95.0, 87.25, 0.263; GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 86.79, 0.295				
MEGAHIT-MaxBin2-Sample_ID11-SF_1_TOP.002.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		57.18	11.0	0.94418	Genome has more than 26.7% of markers with multiple hits
MEGAHIT-DASToolUnbinned-Sample_ID25-SF_10_TOP.fa	d__Bacteria;p__;c__;o__;f__;g__;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree		15.89	11.0	0.42344	Genome has more than 75.0% of markers with multiple hits
MEGAHIT-MetaBAT2-Sample_ID31-SF_13_TOP.1.fa	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__						GCA_937881055.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp937881055	90.45	0.164	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		29.99	11.0	0.98802	
MEGAHIT-MetaBAT2-Sample_ID31-SF_13_TOP.2.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		22.94	11.0	0.98764	
MEGAHIT-CONCOCT-Sample_ID13-SF_3_TOP_20.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003131985.1, s__Palsa-295 sp003131985, 95.0, 99.64, 0.564; GCA_003156635.1, s__Palsa-295 sp003156635, 95.0, 99.44, 0.179	10.92	11.0	0.94524	
MEGAHIT-MaxBin2-Sample_ID31-SF_13_TOP.002.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		36.56	11.0	0.97001	
MEGAHIT-MaxBin2-Sample_ID31-SF_13_TOP.003.fa	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__											d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		47.19	11.0	0.98779	Genome has more than 12.5% of markers with multiple hits
